번호,시간,회사명,종목코드,공시제목,제출인,접수일자
307,14:14,우원개발,046940,정기주주총회결과,우원개발,2020-03-27
308,14:14,휴네시온,290270,정기주주총회결과,휴네시온,2020-03-27
309,14:14,베뉴지,019010,정기주주총회결과,베뉴지,2020-03-27
310,14:14,한국바이오젠,318000,사업보고서(일반법인),한국바이오젠,2020-03-27
311,14:14,수성,084180,정기주주총회결과,수성,2020-03-27
312,14:15,손오공,066910,정기주주총회결과,손오공,2020-03-27
313,14:15,아이크래프트,052460,정기주주총회결과,아이크래프트,2020-03-27
314,14:15,우리로,046970,정기주주총회결과,우리로,2020-03-27
315,14:15,디케이디앤아이,033310,정기주주총회결과,디케이디앤아이,2020-03-27
316,14:16,신성델타테크,065350,대표이사변경,신성델타테크,2020-03-27
317,14:18,서호전기,065710,사외이사의선임ㆍ해임또는중도퇴임에관한신고,서호전기,2020-03-27
318,14:18,케이엔제이,272110,사외이사의선임ㆍ해임또는중도퇴임에관한신고,케이엔제이,2020-03-27
319,14:18,인프라웨어,041020,정기주주총회결과,인프라웨어,2020-03-27
320,14:19,디케이디앤아이,033310,사외이사의선임ㆍ해임또는중도퇴임에관한신고,디케이디앤아이,2020-03-27
321,14:21,제노레이,122310,[연결포함]사업보고서(일반법인),제노레이,2020-03-27
322,14:21,서희건설,035890,정기주주총회결과,서희건설,2020-03-27
323,14:21,디케이디앤아이,033310,[연결포함]사업보고서(일반법인),디케이디앤아이,2020-03-27
324,14:22,셀바스AI,108860,정기주주총회결과,셀바스에이아이,2020-03-27
325,14:22,코렌텍,104540,정기주주총회결과,코렌텍,2020-03-27
326,14:23,솔루에타,154040,[정정]정기주주총회결과,솔루에타,2020-03-27
327,14:23,켐트로스,220260,사외이사의선임ㆍ해임또는중도퇴임에관한신고,켐트로스,2020-03-27
328,14:23,클래시스,214150,정기주주총회결과,클래시스,2020-03-27
329,14:23,일지테크,019540,타인에대한채무보증결정,일지테크,2020-03-27
330,14:23,케이에스피,073010,정기주주총회결과,케이에스피,2020-03-27
331,14:24,신영스팩5호,323280,정기주주총회결과,신영해피투모로우제5호기업인수목적,2020-03-27
332,14:24,정원엔시스,045510,정기주주총회결과,정원엔시스,2020-03-27
333,14:24,파수닷컴,150900,상호변경안내,파수닷컴,2020-03-27
334,14:25,신신제약,002800,정기주주총회결과,신신제약,2020-03-27
335,14:26,대화제약,067080,임원ㆍ주요주주특정증권등소유상황보고서,김수지,2020-03-27
336,14:26,SBI인베스트먼트,019550,사업보고서(일반법인),에스비아이인베스트먼트,2020-03-27
337,14:26,켐트로스,220260,사외이사의선임ㆍ해임또는중도퇴임에관한신고,켐트로스,2020-03-27
338,14:26,드래곤플라이,030350,[연결포함]사업보고서(일반법인),드래곤플라이,2020-03-27
339,14:26,제이에스티나,026040,정기주주총회결과,제이에스티나,2020-03-27
340,14:26,클래시스,214150,사외이사의선임ㆍ해임또는중도퇴임에관한신고,클래시스,2020-03-27
341,14:27,CSA 코스믹,083660,정기주주총회결과,씨에스에이코스믹,2020-03-27
342,14:27,제이에스티나,026040,대표이사변경,제이에스티나,2020-03-27
343,14:27,삼보판지,023600,정기주주총회결과,삼보판지,2020-03-27
344,14:27,로보로보,215100,[연결포함]사업보고서(일반법인),로보로보,2020-03-27
345,14:27,아이크래프트,052460,자기주식취득 신탁계약 체결 결정,아이크래프트,2020-03-27
346,14:28,에스엠,041510,정기주주총회결과,에스엠엔터테인먼트,2020-03-27
347,14:28,정원엔시스,045510,사외이사의선임ㆍ해임또는중도퇴임에관한신고,정원엔시스,2020-03-27
348,14:28,하나금융11호스팩,284620,[정정]회사합병 결정,하나금융11호기업인수목적,2020-03-27
349,14:28,RFHIC,218410,정기주주총회결과,알에프에이치아이씨,2020-03-27
350,14:28,클래시스,214150,사외이사의선임ㆍ해임또는중도퇴임에관한신고,클래시스,2020-03-27
351,14:29,한국코퍼레이션,050540,전환사채(해외전환사채포함)발행후만기전사채취득,한국코퍼레이션,2020-03-27
352,14:29,스튜디오드래곤,253450,정기주주총회결과,스튜디오드래곤,2020-03-27
353,14:30,클래시스,214150,사외이사의선임ㆍ해임또는중도퇴임에관한신고,클래시스,2020-03-27
354,14:31,삼영엠텍,054540,정기주주총회결과,삼영엠텍,2020-03-27
355,14:32,가비아,079940,정기주주총회결과,가비아,2020-03-27
356,14:32,삼영엠텍,054540,사외이사의선임ㆍ해임또는중도퇴임에관한신고,삼영엠텍,2020-03-27
357,14:32,파멥신,208340,정기주주총회결과,파멥신,2020-03-27
358,14:32,상상인이안1호스팩,307870,사업보고서(일반법인),상상인이안제1호기업인수목적,2020-03-27
359,14:33,신영스팩6호,344050,정기주주총회결과,신영해피투모로우제6호기업인수목적,2020-03-27
360,14:33,에스피지,058610,정기주주총회결과,에스피지,2020-03-27
361,14:34,제이에스티나,026040,사외이사의선임ㆍ해임또는중도퇴임에관한신고,제이에스티나,2020-03-27
362,14:35,클래시스,214150,주식등의대량보유상황보고서(일반),정성재,2020-03-27
363,14:35,알티캐스트,085810,임원ㆍ주요주주특정증권등소유상황보고서,정성민,2020-03-27
364,14:35,SBI인베스트먼트,019550,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에스비아이인베스트먼트,2020-03-27
365,14:35,알서포트,131370,정기주주총회결과,알서포트,2020-03-27
366,14:35,엠플러스,259630,임원ㆍ주요주주특정증권등소유상황보고서,박신석,2020-03-27
367,14:35,경창산업,024910,정기주주총회결과,경창산업,2020-03-27
368,14:35,미투온,201490,정기주주총회결과,미투온,2020-03-27
369,14:36,프로텍,053610,정기주주총회결과,프로텍,2020-03-27
370,14:36,에스엠,041510,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에스엠엔터테인먼트,2020-03-27
371,14:36,미투온,201490,사외이사의선임ㆍ해임또는중도퇴임에관한신고,미투온,2020-03-27
372,14:36,상상인이안제2호스팩,329560,사업보고서(일반법인),상상인이안제2호기업인수목적,2020-03-27
373,14:37,현대사료,016790,정기주주총회결과,현대사료,2020-03-27
374,14:37,SBI인베스트먼트,019550,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에스비아이인베스트먼트,2020-03-27
375,14:37,이화공영,001840,사업보고서(일반법인),이화공영,2020-03-27
376,14:38,인프라웨어,041020,대표이사변경,인프라웨어,2020-03-27
377,14:39,삼보모터스,053700,임원ㆍ주요주주특정증권등소유상황보고서,이연성,2020-03-27
378,14:39,제이에스티나,026040,사외이사의선임ㆍ해임또는중도퇴임에관한신고,제이에스티나,2020-03-27
379,14:39,클래시스,214150,임원ㆍ주요주주특정증권등소유상황보고서,정광택,2020-03-27
380,14:40,아이스크림에듀,289010,주식등의대량보유상황보고서(일반),시공테크,2020-03-27
381,14:40,브이원텍,251630,단일판매ㆍ공급계약체결,브이원텍,2020-03-27
382,14:40,이엘피,063760,정기주주총회결과,이엘피,2020-03-27
383,14:40,티로보틱스,117730,전환가액의조정(제3회차),티로보틱스,2020-03-27
384,14:40,신신제약,002800,본점소재지변경,신신제약,2020-03-27
385,14:41,신신제약,002800,대표이사변경,신신제약,2020-03-27
386,14:41,KBI메탈,024840,[연결포함]사업보고서(일반법인),케이비아이메탈,2020-03-27
387,14:42,KG이니시스,035600,정기주주총회결과,케이지이니시스,2020-03-27
388,14:42,하나금융11호스팩,284620,[정정]증권신고서(합병)[정],하나금융11호기업인수목적,2020-03-27
389,14:43,큐렉소,060280,사업보고서(일반법인),큐렉소,2020-03-27
390,14:43,신신제약,002800,사외이사의선임ㆍ해임또는중도퇴임에관한신고,신신제약,2020-03-27
391,14:44,대양제지,006580,정기주주총회결과,대양제지공업,2020-03-27
392,14:44,씨아이에스,222080,정기주주총회결과,씨아이에스,2020-03-27
393,14:44,세경하이테크,148150,정기주주총회결과,세경하이테크,2020-03-27
394,14:44,미래생명자원,218150,정기주주총회결과,미래생명자원,2020-03-27
395,14:44,티플랙스,081150,정기주주총회결과,티플랙스,2020-03-27
396,14:44,SM C&C,048550,정기주주총회결과,에스엠컬처앤콘텐츠,2020-03-27
397,14:44,파멥신,208340,사외이사의선임ㆍ해임또는중도퇴임에관한신고,파멥신,2020-03-27
398,14:44,위메이드,112040,정기주주총회결과,위메이드,2020-03-27
399,14:44,농우바이오,054050,정기주주총회결과,농업회사법인농우바이오,2020-03-27
400,14:45,우리산업,215360,사외이사의선임ㆍ해임또는중도퇴임에관한신고,우리산업,2020-03-27
401,14:45,미투온,201490,[연결포함]사업보고서(일반법인),미투온,2020-03-27
402,14:46,네오크레마,311390,정기주주총회결과,네오크레마,2020-03-27
403,14:48,스페코,013810,[연결포함]사업보고서(일반법인),스페코,2020-03-27
404,14:48,한국제7호스팩,291210,사업보고서(일반법인),한국제7호기업인수목적,2020-03-27
405,14:48,파멥신,208340,사외이사의선임ㆍ해임또는중도퇴임에관한신고,파멥신,2020-03-27
406,14:49,미코,059090,정기주주총회결과,미코,2020-03-27
407,14:49,재영솔루텍,049630,[연결포함]사업보고서(일반법인),재영솔루텍,2020-03-27
408,14:49,바이오리더스,142760,정기주주총회결과[정],바이오리더스,2020-03-27
409,14:49,KG이니시스,035600,사외이사의선임ㆍ해임또는중도퇴임에관한신고,케이지이니시스,2020-03-27
410,14:49,동신건설,025950,정기주주총회결과,동신건설,2020-03-27
411,14:49,마크로젠,038290,정기주주총회결과,마크로젠,2020-03-27
412,14:50,애니젠,196300,사업보고서(일반법인),애니젠,2020-03-27
413,14:50,일신바이오,068330,정기주주총회결과,일신바이오베이스,2020-03-27
414,14:50,iMBC,052220,대표이사변경,아이엠비씨,2020-03-27
415,14:50,원익홀딩스,030530,정기주주총회결과,원익홀딩스,2020-03-27
416,14:51,파멥신,208340,사외이사의선임ㆍ해임또는중도퇴임에관한신고,파멥신,2020-03-27
417,14:51,SBS콘텐츠허브,046140,정기주주총회결과,에스비에스콘텐츠허브,2020-03-27
418,14:51,대성미생물,036480,정기주주총회결과,대성미생물연구소,2020-03-27
419,14:52,와이아이케이,232140,[연결포함]사업보고서(일반법인),와이아이케이,2020-03-27
420,14:52,썸에이지,208640,정기주주총회결과,썸에이지,2020-03-27
421,14:52,씨티씨바이오,060590,정기주주총회결과,씨티씨바이오,2020-03-27
422,14:53,유니맥스글로벌,215090,[정정]주식등의대량보유상황보고서(일반),디알인터내셔날,2020-03-27
423,14:53,유성티엔에스,024800,정기주주총회결과,유성티엔에스,2020-03-27
424,14:54,미코,059090,사외이사의선임ㆍ해임또는중도퇴임에관한신고,미코,2020-03-27
425,14:54,에이프런티어,036180,정기주주총회결과,에이프런티어,2020-03-27
426,14:54,경창산업,024910,대표이사변경,경창산업,2020-03-27
427,14:55,링크제니시스,219420,주식등의대량보유상황보고서(일반),정성우,2020-03-27
428,14:55,W홀딩컴퍼니,052300,정기주주총회결과,더블유홀딩컴퍼니,2020-03-27
429,14:55,썸에이지,208640,사외이사의선임ㆍ해임또는중도퇴임에관한신고,썸에이지,2020-03-27
430,14:55,SBS콘텐츠허브,046140,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에스비에스콘텐츠허브,2020-03-27
431,14:56,하나금융11호스팩,284620,[정정]주주총회소집결의,하나금융11호기업인수목적,2020-03-27
432,14:56,화성밸브,039610,사업보고서(일반법인),화성밸브,2020-03-27
433,14:57,엔피케이,048830,[연결포함]사업보고서(일반법인),엔피케이,2020-03-27
434,14:57,베스파,299910,주식등의대량보유상황보고서(일반),김진수,2020-03-27
435,14:57,라온피플,300120,주식매수선택권부여에관한신고,라온피플,2020-03-27
436,14:57,대성엘텍,025440,주식매수선택권부여에관한신고,대성엘텍,2020-03-27
437,14:58,SBS콘텐츠허브,046140,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에스비에스콘텐츠허브,2020-03-27
438,14:58,SM C&C,048550,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에스엠컬처앤콘텐츠,2020-03-27
439,14:58,한국제8호스팩,310870,사업보고서(일반법인),한국제8호기업인수목적,2020-03-27
440,14:58,한빛소프트,047080,임원ㆍ주요주주특정증권등소유상황보고서,티쓰리엔터테인먼트,2020-03-27
441,14:59,한국캐피탈,023760,정기주주총회결과,한국캐피탈,2020-03-27
442,14:59,서진시스템,178320,정기주주총회결과,서진시스템,2020-03-27
443,14:59,삼륭물산,014970,정기주주총회결과,삼륭물산,2020-03-27
444,14:59,드림시큐리티,203650,정기주주총회결과,드림시큐리티,2020-03-27
445,14:59,일신바이오,068330,사외이사의선임ㆍ해임또는중도퇴임에관한신고,일신바이오베이스,2020-03-27
446,14:59,백금T&A,046310,임원ㆍ주요주주특정증권등소유상황보고서,김이태,2020-03-27
447,14:59,YBM넷,057030,정기주주총회결과,와이비엠넷,2020-03-27
448,14:59,제이웨이,058420,정기주주총회결과,제이웨이,2020-03-27
449,14:59,CMG제약,058820,정기주주총회결과,CMG제약,2020-03-27
450,14:59,서플러스글로벌,140070,정기주주총회결과,서플러스글로벌,2020-03-27
451,15:00,해성산업,034810,정기주주총회결과,해성산업,2020-03-27
452,15:00,인터파크홀딩스,035080,정기주주총회결과,인터파크홀딩스,2020-03-27
453,15:00,아가방컴퍼니,013990,정기주주총회결과[정],아가방앤컴퍼니,2020-03-27
454,15:00,에스디생명공학,217480,정기주주총회결과,에스디생명공학,2020-03-27
455,15:00,백금T&A,046310,임원ㆍ주요주주특정증권등소유상황보고서,김병남,2020-03-27
456,15:00,예스티,122640,정기주주총회결과,예스티,2020-03-27
457,15:01,제주반도체,080220,정기주주총회결과,제주반도체,2020-03-27
458,15:01,뉴파워프라즈마,144960,정기주주총회결과,뉴파워프라즈마,2020-03-27
459,15:01,세경하이테크,148150,사외이사의선임ㆍ해임또는중도퇴임에관한신고,세경하이테크,2020-03-27
460,15:01,육일씨엔에쓰,191410,정기주주총회결과,육일씨엔에쓰,2020-03-27
461,15:01,나라엠앤디,051490,정기주주총회결과,나라엠앤디,2020-03-27
462,15:01,우림기계,101170,정기주주총회결과,우림기계,2020-03-27
463,15:01,한국캐피탈,023760,사외이사의선임ㆍ해임또는중도퇴임에관한신고,한국캐피탈,2020-03-27
464,15:01,동진쎄미켐,005290,정기주주총회결과,동진쎄미켐,2020-03-27
465,15:01,대성미생물,036480,사업보고서(일반법인),대성미생물연구소,2020-03-27
466,15:03,현진소재,053660,[정정]전환사채권발행결정,현진소재,2020-03-27
467,15:03,백금T&A,046310,임원ㆍ주요주주특정증권등소유상황보고서,임학규,2020-03-27
468,15:03,에너토크,019990,정기주주총회결과,에너토크,2020-03-27
469,15:03,한국캐피탈,023760,사외이사의선임ㆍ해임또는중도퇴임에관한신고,한국캐피탈,2020-03-27
470,15:03,한빛소프트,047080,주식등의대량보유상황보고서(일반),티쓰리엔터테인먼트,2020-03-27
471,15:04,코웰패션,033290,정기주주총회결과,코웰패션,2020-03-27
472,15:04,하나마이크론,067310,정기주주총회결과,하나마이크론,2020-03-27
473,15:04,한국캐피탈,023760,사외이사의선임ㆍ해임또는중도퇴임에관한신고,한국캐피탈,2020-03-27
474,15:04,인터파크홀딩스,035080,사외이사의선임ㆍ해임또는중도퇴임에관한신고,인터파크홀딩스,2020-03-27
475,15:04,현진소재,053660,조회공시요구(현저한시황변동)에대한답변(미확정),현진소재,2020-03-27
476,15:04,세경하이테크,148150,사외이사의선임ㆍ해임또는중도퇴임에관한신고,세경하이테크,2020-03-27
477,15:05,나라엠앤디,051490,사외이사의선임ㆍ해임또는중도퇴임에관한신고,나라엠앤디,2020-03-27
478,15:05,한국캐피탈,023760,사외이사의선임ㆍ해임또는중도퇴임에관한신고,한국캐피탈,2020-03-27
479,15:05,예스티,122640,[연결포함]사업보고서(일반법인),예스티,2020-03-27
480,15:06,나노엔텍,039860,[연결포함]사업보고서(일반법인),나노엔텍,2020-03-27
481,15:06,KH바텍,060720,정기주주총회결과,케이에이치바텍,2020-03-27
482,15:06,인화정공,101930,정기주주총회결과,인화정공,2020-03-27
483,15:06,하나마이크론,067310,사외이사의선임ㆍ해임또는중도퇴임에관한신고,하나마이크론,2020-03-27
484,15:06,선데이토즈,123420,[정정]주식매수선택권부여에관한신고,선데이토즈,2020-03-27
485,15:06,해성산업,034810,대표이사변경,해성산업,2020-03-27
486,15:06,동원개발,013120,정기주주총회결과,동원개발,2020-03-27
487,15:07,해성산업,034810,사외이사의선임ㆍ해임또는중도퇴임에관한신고,해성산업,2020-03-27
488,15:07,브이티지엠피,018290,정기주주총회결과,브이티지엠피,2020-03-27
489,15:07,배럴,267790,정기주주총회결과,배럴,2020-03-27
490,15:07,플레이디,237820,정기주주총회결과[정],플레이디,2020-03-27
491,15:07,한국캐피탈,023760,사업보고서(일반법인),한국캐피탈,2020-03-27
492,15:08,스튜디오드래곤,253450,사외이사의선임ㆍ해임또는중도퇴임에관한신고,스튜디오드래곤,2020-03-27
493,15:08,백금T&A,046310,주식등의대량보유상황보고서(일반),임학규,2020-03-27
494,15:09,에스디생명공학,217480,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에스디생명공학,2020-03-27
495,15:10,웹스,196700,자기주식취득 신탁계약 체결 결정,웹스,2020-03-27
496,15:10,해성산업,034810,사외이사의선임ㆍ해임또는중도퇴임에관한신고,해성산업,2020-03-27
497,15:10,지트리비앤티,115450,정기주주총회결과,지트리비앤티,2020-03-27
498,15:10,젬백스,082270,정기주주총회결과,젬백스&카엘,2020-03-27
499,15:10,KH바텍,060720,사외이사의선임ㆍ해임또는중도퇴임에관한신고,케이에이치바텍,2020-03-27
500,15:10,배럴,267790,사외이사의선임ㆍ해임또는중도퇴임에관한신고,배럴,2020-03-27
501,15:10,그리티,204020,정기주주총회결과,그리티,2020-03-27
502,15:10,아이티센,124500,정기주주총회결과,아이티센,2020-03-27
503,15:11,에스에이엠티,031330,정기주주총회결과,에스에이엠티,2020-03-27
504,15:12,해성산업,034810,사외이사의선임ㆍ해임또는중도퇴임에관한신고,해성산업,2020-03-27
505,15:12,와이지엔터테인먼트,122870,정기주주총회결과,와이지엔터테인먼트,2020-03-27
506,15:13,유진기업,023410,정기주주총회결과,유진기업,2020-03-27
507,15:13,전파기지국,065530,정기주주총회결과,한국전파기지국,2020-03-27
508,15:13,그리티,204020,사외이사의선임ㆍ해임또는중도퇴임에관한신고,그리티,2020-03-27
509,15:13,케이피에프,024880,사외이사의선임ㆍ해임또는중도퇴임에관한신고,케이피에프,2020-03-27
510,15:13,지트리비앤티,115450,사외이사의선임ㆍ해임또는중도퇴임에관한신고,지트리비앤티,2020-03-27
511,15:13,시스웍,269620,[연결포함]사업보고서(일반법인),시스웍,2020-03-27
512,15:14,압타바이오,293780,정기주주총회결과,압타바이오,2020-03-27
513,15:14,부방,014470,정기주주총회결과,부방,2020-03-27
514,15:14,플리토,300080,정기주주총회결과,플리토,2020-03-27
515,15:14,에이치엘비파워,043220,주식매수선택권부여에관한신고,에이치엘비파워,2020-03-27
516,15:15,현진소재,053660,전환가액의조정,현진소재,2020-03-27
517,15:15,코웰패션,033290,사외이사의선임ㆍ해임또는중도퇴임에관한신고,코웰패션,2020-03-27
518,15:16,나노브릭,286750,정기주주총회결과,나노브릭,2020-03-27
519,15:16,NHN한국사이버결제,060250,정기주주총회결과,엔에이치엔한국사이버결제,2020-03-27
520,15:17,원풍,008370,정기주주총회결과,원풍,2020-03-27
521,15:17,바이오톡스텍,086040,정기주주총회결과,바이오톡스텍,2020-03-27
522,15:17,유진기업,023410,사외이사의선임ㆍ해임또는중도퇴임에관한신고,유진기업,2020-03-27
523,15:17,와이지엔터테인먼트,122870,주식매수선택권부여에관한신고,와이지엔터테인먼트,2020-03-27
524,15:18,DB금융스팩7호,322780,사업보고서(일반법인),디비금융제7호기업인수목적,2020-03-27
525,15:19,리드코프,012700,정기주주총회결과,리드코프,2020-03-27
526,15:19,농우바이오,054050,사외이사의선임ㆍ해임또는중도퇴임에관한신고,농업회사법인농우바이오,2020-03-27
527,15:20,대명코퍼레이션,007720,상호변경안내,대명코퍼레이션,2020-03-27
528,15:20,신화콘텍,187270,정기주주총회결과,신화콘텍,2020-03-27
529,15:20,모다,149940,정기주주총회결과,모다,2020-03-27
530,15:20,서울반도체,046890,정기주주총회결과,서울반도체,2020-03-27
531,15:20,케이엠,083550,사외이사의선임ㆍ해임또는중도퇴임에관한신고,케이엠,2020-03-27
532,15:20,파인텍,131760,정기주주총회결과,파인텍,2020-03-27
533,15:20,케이엠더블유,032500,정기주주총회결과,케이엠더블유,2020-03-27
534,15:21,대명코퍼레이션,007720,정기주주총회결과,대명코퍼레이션,2020-03-27
535,15:21,셀바스헬스케어,208370,정기주주총회결과,셀바스헬스케어,2020-03-27
536,15:21,넷게임즈,225570,정기주주총회결과,넷게임즈,2020-03-27
537,15:21,디케이락,105740,사업보고서(일반법인),디케이락,2020-03-27
538,15:24,코렌텍,104540,사외이사의선임ㆍ해임또는중도퇴임에관한신고,코렌텍,2020-03-27
539,15:25,씨티씨바이오,060590,사외이사의선임ㆍ해임또는중도퇴임에관한신고,씨티씨바이오,2020-03-27
540,15:25,파라다이스,034230,정기주주총회결과,파라다이스,2020-03-27
541,15:25,수젠텍,253840,정기주주총회결과,수젠텍,2020-03-27
542,15:25,아이티센,124500,대표이사변경,아이티센,2020-03-27
543,15:26,와이제이엠게임즈,193250,정기주주총회결과,와이제이엠게임즈,2020-03-27
544,15:26,지트리비앤티,115450,주식매수선택권부여에관한신고,지트리비앤티,2020-03-27
545,15:26,스맥,099440,정기주주총회결과,스맥,2020-03-27
546,15:26,신진에스엠,138070,정기주주총회결과,신진에스엠,2020-03-27
547,15:26,씨티씨바이오,060590,사외이사의선임ㆍ해임또는중도퇴임에관한신고,씨티씨바이오,2020-03-27
548,15:27,코렌텍,104540,사외이사의선임ㆍ해임또는중도퇴임에관한신고,코렌텍,2020-03-27
549,15:27,한국캐피탈,023760,[정정]일괄신고서,한국캐피탈,2020-03-27
550,15:27,서울반도체,046890,대표이사변경,서울반도체,2020-03-27
551,15:27,EDGC,245620,주식매수선택권부여에관한신고,이원다이애그노믹스,2020-03-27
552,15:28,브이티지엠피,018290,사외이사의선임ㆍ해임또는중도퇴임에관한신고,브이티지엠피,2020-03-27
553,15:28,캠시스,050110,정기주주총회결과,캠시스,2020-03-27
554,15:28,코맥스,036690,정기주주총회결과,코맥스,2020-03-27
555,15:28,알엔투테크놀로지,148250,정기주주총회결과,알엔투테크놀로지,2020-03-27
556,15:28,코렌텍,104540,사외이사의선임ㆍ해임또는중도퇴임에관한신고,코렌텍,2020-03-27
557,15:29,에이테크솔루션,071670,주식등의대량보유상황보고서(일반),유영목,2020-03-27
558,15:30,테고사이언스,191420,정기주주총회결과,테고사이언스,2020-03-27
559,15:30,NHN한국사이버결제,060250,사외이사의선임ㆍ해임또는중도퇴임에관한신고,엔에이치엔한국사이버결제,2020-03-27
560,15:30,큐캐피탈,016600,정기주주총회결과,큐캐피탈파트너스,2020-03-27
561,15:30,삼화네트웍스,046390,[연결포함]사업보고서(일반법인),삼화네트웍스,2020-03-27
562,15:30,해마로푸드서비스,220630,[연결포함]사업보고서(일반법인),해마로푸드서비스,2020-03-27
563,15:31,에코마케팅,230360,정기주주총회결과,에코마케팅,2020-03-27
564,15:31,메디프론,065650,사업보고서(일반법인),메디프론디비티,2020-03-27
565,15:31,농우바이오,054050,특수관계인으로부터자금차입,농업회사법인농우바이오,2020-03-27
566,15:31,에프엔씨엔터,173940,정기주주총회결과,에프엔씨엔터테인먼트,2020-03-27
567,15:31,동국산업,005160,[연결포함]사업보고서(일반법인),동국산업,2020-03-27
568,15:32,NHN한국사이버결제,060250,사외이사의선임ㆍ해임또는중도퇴임에관한신고,엔에이치엔한국사이버결제,2020-03-27
569,15:33,브이티지엠피,018290,사외이사의선임ㆍ해임또는중도퇴임에관한신고,브이티지엠피,2020-03-27
570,15:33,파티게임즈,194510,정기주주총회결과,파티게임즈,2020-03-27
571,15:33,앤디포스,238090,정기주주총회결과,앤디포스,2020-03-27
572,15:33,압타바이오,293780,사업보고서(일반법인),압타바이오,2020-03-27
573,15:33,에스텍,069510,임원ㆍ주요주주특정증권등소유상황보고서,오인용,2020-03-27
574,15:33,뉴지랩,214870,[연결포함]사업보고서(일반법인),뉴지랩,2020-03-27
575,15:34,에프엔씨엔터,173940,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에프엔씨엔터테인먼트,2020-03-27
576,15:34,NHN한국사이버결제,060250,사외이사의선임ㆍ해임또는중도퇴임에관한신고,엔에이치엔한국사이버결제,2020-03-27
577,15:34,미래에셋대우스팩4호,333430,정기주주총회결과,미래에셋대우기업인수목적4호,2020-03-27
578,15:34,태광,023160,사외이사의선임ㆍ해임또는중도퇴임에관한신고,태광,2020-03-27
579,15:35,아이쓰리시스템,214430,사업보고서(일반법인),아이쓰리시스템,2020-03-27
580,15:35,엑시콘,092870,[연결포함]사업보고서(일반법인),엑시콘,2020-03-27
581,15:35,서울바이오시스,092190,사외이사의선임ㆍ해임또는중도퇴임에관한신고,서울바이오시스,2020-03-27
582,15:35,에프엔씨엔터,173940,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에프엔씨엔터테인먼트,2020-03-27
583,15:36,큐캐피탈,016600,사외이사의선임ㆍ해임또는중도퇴임에관한신고,큐캐피탈파트너스,2020-03-27
584,15:36,아이디스홀딩스,054800,주식등의대량보유상황보고서(일반),김영달,2020-03-27
585,15:36,코디엠,224060,[정정]최대주주 변경을 수반하는 주식 담보제공 계약 체결,코디엠,2020-03-27
586,15:36,디에스티,033430,주식등의대량보유상황보고서(약식),상상인저축은행,2020-03-27
587,15:36,JYP Ent.,035900,정기주주총회결과[정],제이와이피엔터테인먼트,2020-03-27
588,15:36,신화인터텍,056700,[연결포함]사업보고서(일반법인),신화인터텍,2020-03-27
589,15:37,태광,023160,정기주주총회결과,태광,2020-03-27
590,15:37,삼목에스폼,018310,정기주주총회결과,삼목에스폼,2020-03-27
591,15:37,UCI,038340,[연결포함]사업보고서(일반법인),유씨아이,2020-03-27
592,15:37,엔지스테크널러지,208860,정기주주총회결과,엔지스테크널러지,2020-03-27
593,15:37,휴마시스,205470,사외이사의선임ㆍ해임또는중도퇴임에관한신고,휴마시스,2020-03-27
594,15:37,엔지스테크널러지,208860,[정정]감사보고서 제출,엔지스테크널러지,2020-03-27
595,15:38,제이스테판,096690,주식등의대량보유상황보고서(일반),우진 에스아이,2020-03-27
596,15:38,루트로닉,085370,정기주주총회결과,루트로닉,2020-03-27
597,15:38,멕아이씨에스,058110,주식등의대량보유상황보고서(약식),"Caravan Capital Management, LLC",2020-03-27
598,15:39,코렌텍,104540,대표이사변경,코렌텍,2020-03-27
599,15:39,넥스트아이,137940,정기주주총회결과,넥스트아이,2020-03-27
600,15:39,대한약품,023910,임원ㆍ주요주주특정증권등소유상황보고서,이승영,2020-03-27
601,15:39,엔에이치스팩15,339950,사업보고서(일반법인),엔에이치기업인수목적15호,2020-03-27
602,15:39,이화전기,024810,정기주주총회결과,이화전기공업,2020-03-27
603,15:40,제이스테판,096690,정기주주총회결과,제이스테판,2020-03-27
604,15:40,상신전자,263810,[연결포함]사업보고서(일반법인),상신전자,2020-03-27
605,15:41,이루온,065440,정기주주총회결과,이루온,2020-03-27
606,15:41,삼목에스폼,018310,사외이사의선임ㆍ해임또는중도퇴임에관한신고,삼목에스폼,2020-03-27
607,15:41,팬젠,222110,사업보고서(일반법인),팬젠,2020-03-27
608,15:41,제이스테판,096690,상호변경안내,제이스테판,2020-03-27
609,15:41,스맥,099440,사외이사의선임ㆍ해임또는중도퇴임에관한신고,스맥,2020-03-27
610,15:41,웹젠,069080,[연결포함]사업보고서(일반법인),웹젠,2020-03-27
611,15:41,한일사료,005860,[연결포함]사업보고서(일반법인),한일사료,2020-03-27
612,15:42,코아시아,045970,정기주주총회결과,코아시아,2020-03-27
